name,market,funding_total_usd,status,country_code,state_code,city,funding_rounds,founded_at,first_funding_at,last_funding_at
BrainStorm Cell Therapeutics,Biotechnology,18139599,ipo,USA,NY,New York,5,2005-01-01,2012-07-27,2014-07-24
Collectabillia.com,Sports,18137504,operating,IND,,Bengaluru,3,2010-05-01,2012-07-06,2015-07-10
Validus-IVC,Outsourcing,18128852,operating,GBR,,Norwich,1,1999-07-15,2013-03-27,2013-03-27
American CareSource Holdings,Biotechnology,18121600,ipo,USA,TX,Dallas,5,2012-01-01,2014-05-09,2014-12-10
Knowledge Delivery Systems,Education,18120360,operating,USA,NY,New York,8,2008-01-01,2011-04-26,2015-05-27
Raven Tech,Mobile,18120000,operating,,,,3,2001-01-01,2014-05-30,2015-05-31
Acumentrics,Manufacturing,18100000,operating,USA,MA,Westwood,2,,2008-06-05,2011-09-14
Gizmoz,Web Tools,18100000,acquired,USA,CA,Menlo Park,3,2014-01-01,2007-05-01,2009-11-01
interclick,Advertising,18100000,acquired,USA,NY,New York,1,,2009-12-16,2009-12-16
Mayo Clinic Rochester,Biotechnology,18100000,operating,USA,MN,Rochester,2,2011-09-11,2013-09-19,2014-10-13
Spatial Wireless,Wireless,18100000,acquired,USA,TX,Richardson,2,2014-06-05,2001-08-13,2002-10-11
Tecogen,Clean Technology,18100000,ipo,USA,MA,Waltham,4,2013-01-01,2011-07-14,2015-08-05
Trice Medical,Medical,18100000,operating,USA,PA,King Of Prussia,2,2011-10-23,2014-07-17,2015-01-28
Sinosun Technology,Security,18097057,ipo,CHN,,Shenzhen,4,2012-01-01,2003-08-01,2010-12-01
LockerDome,Social Media,18093000,operating,USA,MO,St Louis,6,2009-01-01,2011-09-23,2014-12-03
Vidder,Security,18083087,operating,USA,CA,Campbell,2,2011-01-01,2014-04-30,2015-03-19
Gigoptix,Semiconductors,18066941,operating,USA,CA,San Jose,4,2012-07-04,2009-11-24,2010-04-15
ENTrigue Surgical,Biotechnology,18050007,acquired,USA,TX,San Antonio,3,2008-01-01,2009-09-16,2011-11-21
Branch Metrics,Software,18050000,operating,USA,CA,Palo Alto,3,,2014-06-01,2015-02-26
Tibion Bionic Technologies,Health Care,18038630,acquired,USA,CA,Moffett Field,4,,2010-02-09,2012-07-26
RESAAS,Enterprise Software,18035387,ipo,CAN,BC,Vancouver,12,,2009-07-01,2015-02-03
Openbravo,Enterprise Software,18034000,operating,ESP,,Pamplona,2,2015-01-01,2006-01-20,2008-04-16
ViOptix,Biotechnology,18026676,operating,USA,CA,Fremont,3,2012-01-01,2008-01-10,2010-06-21
Cambrooke Foods,Nutrition,18025000,operating,USA,MA,Ayer,2,2009-01-01,2011-02-17,2011-02-17
Alexo Therapeutics,Biotechnology,18022500,operating,IRL,,Dublin,1,2011-08-01,2015-05-21,2015-05-21
Body Central,Fashion,18000016,ipo,USA,FL,Jacksonville,1,2010-10-01,2014-07-14,2014-07-14
Advanced Microgrid Solutions,Renewable Energies,18000000,operating,USA,CA,San Francisco,1,,2015-07-13,2015-07-13
Advocate Health Care,Health and Wellness,18000000,operating,USA,IL,Oak Brook,1,2013-01-01,2013-10-03,2013-10-03
Archive,,18000000,operating,USA,CA,Culver City,1,2012-02-14,2000-10-23,2000-10-23
Archus Orthopedics,Medical,18000000,acquired,USA,WA,Redmond,1,2001-01-01,2003-08-01,2003-08-01
Attune Systems,Hardware + Software,18000000,closed,USA,CA,Santa Clara,2,2011-09-11,2006-06-27,2006-11-14
Bank of Georgetown,Finance,18000000,operating,USA,DC,Washington,1,2011-11-15,2013-12-04,2013-12-04
BioSante Pharmaceuticals,Biotechnology,18000000,ipo,USA,IL,Lincolnshire,1,2013-01-01,2010-03-04,2010-03-04
Calysta Energy,Biotechnology,18000000,operating,USA,CA,Menlo Park,3,2011-02-14,2011-05-23,2015-01-22
CareWell Urgent Care,Health and Wellness,18000000,operating,,,,2,2011-12-13,2012-07-09,2013-03-08
Celerica,,18000000,operating,USA,NJ,Morristown,1,2012-01-01,2002-02-19,2002-02-19
Centive,Software,18000000,acquired,USA,MA,Lowell,1,2009-03-01,2003-01-27,2003-01-27
Classy,CRM,18000000,operating,USA,CA,San Diego,3,2007-01-07,2010-01-01,2015-06-30
CommProve,Software,18000000,operating,IRL,,Dublin,2,,2008-09-15,2010-10-20
Cord Blood Registry,Clinical Trials,18000000,acquired,USA,CA,San Bruno,1,2005-01-01,2002-10-15,2002-10-15
Crocodile Gold,Manufacturing,18000000,operating,CAN,ON,Toronto,1,2002-01-01,2014-02-20,2014-02-20
Datorama,Software,18000000,operating,USA,NY,New York,2,2000-01-01,2013-08-02,2014-09-29
Deep Glint,Analytics,18000000,operating,CHN,,Beijing,3,2011-01-01,2012-09-01,2014-06-01
"Deep Information Sciences, Inc.",Software,18000000,operating,USA,MA,Boston,2,2013-11-07,2013-01-01,2015-04-22
DiaTech Oncology,Biotechnology,18000000,operating,USA,TN,Brentwood,1,2013-10-04,2013-06-04,2013-06-04
Diodes Incorporated,Semiconductors,18000000,ipo,USA,TX,Plano,3,2011-01-01,2002-12-01,2004-04-01
Droom Technology Private Limited,E-Commerce Platforms,18000000,operating,IND,,Gurgaon,2,2000-01-01,2014-06-20,2015-07-30
Edimer Pharmaceuticals,Biotechnology,18000000,operating,USA,MA,Cambridge,1,2002-01-01,2013-07-30,2013-07-30
Empower Interactive Group,SMS,18000000,operating,,,,1,1999-01-01,2006-03-18,2006-03-18
ES Holdings,Finance,18000000,operating,USA,KS,Olathe,1,2005-03-01,2011-11-14,2011-11-14
Exanet,Storage,18000000,acquired,ISR,,Ra'anana,1,2009-01-01,2007-06-25,2007-06-25
Extreme Reality,3D,18000000,operating,ISR,,Herzliya,2,2011-01-01,2011-11-11,2013-11-26
Firespotter Labs,Curated Web,18000000,operating,USA,CA,San Francisco,2,2012-04-17,2011-05-04,2012-07-19
Forter,Analytics,18000000,operating,USA,CA,San Francisco,3,2010-03-02,2014-03-25,2015-01-01
Funny Or Die,Video,18000000,operating,USA,CA,San Mateo,4,,2007-04-01,2008-12-23
Galvanize Ventures,Venture Capital,18000000,operating,USA,CO,Denver,2,,2013-09-16,2014-06-18
GigaSpaces,Consumer Electronics,18000000,operating,USA,NY,New York,3,2009-06-01,2005-08-08,2008-05-01
Gini & Jony,E-Commerce,18000000,operating,IND,,Mumbai,1,2008-10-13,2013-05-14,2013-05-14
Hanger Network In-Home Media,Advertising,18000000,operating,USA,NY,New York,2,2014-03-10,2007-02-05,2008-06-01
Hyperwave,,18000000,operating,AUT,,Graz,1,2009-03-01,2002-01-10,2002-01-10
Innovative Spinal Technologies,Health Care,18000000,acquired,USA,TX,Plano,1,2007-02-24,2008-09-08,2008-09-08
Intellon Corporation,Semiconductors,18000000,acquired,USA,FL,Orlando,1,,2006-12-01,2006-12-01
Lightwire,Enterprise Software,18000000,acquired,USA,CA,Santa Clara,1,2005-02-01,2011-04-01,2011-04-01
Livevault,Computers,18000000,acquired,USA,MA,Marlborough,2,2014-09-01,2002-02-05,2003-03-17
M:Metrics,Demographies,18000000,acquired,USA,WA,Seattle,2,2009-07-01,2004-01-01,2005-10-16
Mayur Uniquoters Limited,Manufacturing,18000000,operating,IND,,Jaipur,1,2014-05-01,2014-03-19,2014-03-19
mDiversity,Wireless,18000000,operating,USA,CA,San Jose,1,2009-01-01,2000-10-11,2000-10-11
MediWound,Biotechnology,18000000,ipo,ISR,,Yavne,1,2011-03-02,2013-06-23,2013-06-23
Megisto Systems,,18000000,operating,USA,MD,Germantown,1,2015-04-21,2001-10-08,2001-10-08
MiTu Network,Direct Marketing,18000000,operating,USA,CA,Culver City,3,,2012-12-12,2015-02-04
"Mobile Location, IP",Real Estate,18000000,operating,USA,NJ,Collingswood,1,,2011-06-01,2011-06-01
MyDentist,Health Care,18000000,operating,IND,,Mumbai,2,2010-09-01,2013-01-01,2015-06-17
MyFitnessPal,Personal Health,18000000,acquired,USA,CA,San Francisco,1,2013-05-01,2013-08-13,2013-08-13
NBO TV,News,18000000,closed,NZL,,Wellington,2,2002-01-01,2010-07-21,2010-08-20
Netli,Web Hosting,18000000,acquired,USA,CA,Palo Alto,1,2013-07-01,2006-02-13,2006-02-13
Neuralitic Systems,Mobile,18000000,acquired,CAN,QC,Montrí©al,3,2011-04-01,2008-10-02,2011-01-31
Nextbit Systems,Software,18000000,operating,USA,CA,San Francisco,1,2014-01-24,2014-01-14,2014-01-14
Nival,Games,18000000,operating,RUS,,Moscow,3,2012-01-01,2009-11-24,2013-12-11
Njini,Software,18000000,operating,GBR,,Richmond,2,2009-01-01,2005-12-06,2006-07-10
OjOs.com,Search,18000000,operating,,,,2,2011-12-23,2006-01-12,2007-11-01
Ondot Systems,Mobile,18000000,operating,USA,CA,San Jose,1,,2014-04-24,2014-04-24
OneSpin Solutions,Analytics,18000000,operating,DEU,,Munich,2,2010-06-08,2005-05-24,2012-05-31
OnVantage,Software,18000000,acquired,USA,CA,Santa Clara,1,2015-02-09,2006-01-17,2006-01-17
OrSense,Health Care,18000000,operating,ISR,,Nes Ziyona,1,2013-07-01,2011-05-02,2011-05-02
PacketLight,Telecommunications,18000000,operating,ISR,,Tel Aviv,1,,2000-11-14,2000-11-14
PAYMILL,Games,18000000,operating,DEU,,Munich,3,2012-01-01,2012-08-01,2013-02-15
Peak Games,Games,18000000,operating,,,,3,2013-01-01,2010-12-01,2011-09-27
Pearls of Wisdom Advanced Technologies,Manufacturing,18000000,operating,,,,1,2013-06-10,2011-01-03,2011-01-03
Peloton Therapeutics,Biotechnology,18000000,operating,USA,TX,Dallas,1,1999-01-01,2011-07-27,2011-07-27
Personetics Technologies,Finance,18000000,operating,USA,NY,White Plains,2,2009-06-01,2011-05-25,2013-06-18
Pet360,Pets,18000000,acquired,USA,PA,Plymouth Meeting,1,2012-08-10,2011-06-28,2011-06-28
Pinguo,Photography,18000000,operating,CHN,,Chengdu,3,2011-12-01,2010-09-01,2013-08-01
Plateau Systems,Software,18000000,acquired,USA,VA,Arlington,1,2006-03-15,2001-03-01,2001-03-01
Quest Resource Holding Corporation,Recycling,18000000,ipo,USA,TX,Frisco,1,2013-12-12,2014-09-24,2014-09-24
Retina Implant,Biotechnology,18000000,operating,DEU,,Reutlingen,1,2014-01-01,2011-03-02,2011-03-02
SecureNet Payment Systems,Payments,18000000,acquired,USA,TX,Austin,2,1995-01-01,2012-07-24,2014-11-11
ServiceTitan,Software,18000000,operating,USA,CA,Glendale,2,,2014-01-23,2015-06-16
Servigistics,Software,18000000,acquired,USA,GA,Atlanta,1,,2002-02-11,2002-02-11
Shaker,Natural Resources,18000000,operating,ISR,,,3,2015-01-01,2010-07-01,2011-10-01
Skillz,Games,18000000,operating,USA,CA,San Francisco,4,2009-12-01,2012-11-15,2014-11-12
Socar,Travel,18000000,operating,KOR,,Busan,1,,2014-10-14,2014-10-14
Soliant Energy,Clean Technology,18000000,acquired,USA,CA,Monrovia,1,2009-03-01,2008-06-10,2008-06-10
Soluto,Software,18000000,acquired,ISR,,Tel Aviv,3,2012-01-01,2008-01-01,2011-06-23
"sovrn Holdings, Inc.",Advertising,18000000,operating,USA,CO,Boulder,1,2013-08-13,2015-08-19,2015-08-19
SpeedConnect,Wireless,18000000,operating,USA,MI,Frankenmuth,1,2003-01-01,2014-12-04,2014-12-04
Spyryx Biosciences,Health Care,18000000,operating,USA,NC,,1,2011-10-01,2015-05-07,2015-05-07
Talkdesk,Customer Support Tools,18000000,operating,USA,CA,San Francisco,3,2007-02-01,2011-10-26,2015-06-09
Team8,Cyber Security,18000000,operating,ISR,,Tel Aviv-yafo,1,2015-04-01,2015-02-10,2015-02-10
The Cleveland Foundation,Nonprofits,18000000,operating,USA,OH,Cleveland,2,2013-09-01,2013-12-19,2014-02-11
TRAFFIQ,Advertising,18000000,operating,USA,NY,New York,3,1999-06-01,2006-09-06,2010-08-10
TransPharma Medical,Biotechnology,18000000,closed,ISR,,Lod,1,2010-11-26,2006-07-24,2006-07-24
Trivnet,E-Commerce,18000000,acquired,ISR,,Netanya,2,2011-12-15,1999-12-10,2008-02-18
Ultra-Scan Corporation,Identity Management,18000000,operating,USA,NY,Amherst,1,2011-05-15,2003-07-02,2003-07-02
Velocimed,Medical,18000000,acquired,USA,MN,Minneapolis,1,2013-10-01,2003-07-03,2003-07-03
VOSS,Hospitality,18000000,operating,USA,NY,New York,1,2013-01-01,2011-08-03,2011-08-03
VSK Photonics,Telecommunications,18000000,operating,USA,CA,Lake Forest,1,2015-03-06,2001-03-27,2001-03-27
Websense,Security,18000000,acquired,USA,CA,San Diego,1,2002-01-01,2006-09-25,2006-09-25
Wheeler Real Estate Investment Trust,Real Estate Investors,18000000,ipo,USA,VA,Virginia Beach,1,2012-05-18,2014-09-18,2014-09-18
Work4,Social Recruiting,18000000,operating,USA,CA,San Francisco,2,,2012-09-13,2014-04-17
Xtalic,Hardware + Software,18000000,operating,USA,MA,Marlborough,2,1985-01-01,2008-10-08,2011-01-24
Yodo1,Advertising,18000000,operating,CHN,,Beijing,3,2007-03-05,2012-01-01,2013-12-10
Zig Bang,Real Estate,18000000,operating,KOR,,Seoul,1,2012-12-12,2015-02-10,2015-02-10
Six Degrees Games,Games,17999998,closed,USA,CA,Marina Del Rey,3,2011-03-01,2008-07-29,2011-05-26
UIEvolution,Software,17999996,operating,USA,WA,Kirkland,3,2007-05-01,2008-09-10,2013-12-11
Moontoast,E-Commerce,17998631,operating,USA,CA,San Francisco,5,1995-01-01,2009-06-17,2014-05-28
Taptu,News,17991299,acquired,USA,CO,Denver,3,2001-07-01,2008-12-18,2011-09-08
Jazz,Internet,17975000,operating,,,,6,1984-01-01,2009-01-01,2014-08-19
EnStorage,Clean Technology,17950000,operating,ISR,,Yavne,3,2012-01-01,2008-01-30,2014-01-30
Jigsaw,Contact Management,17950000,acquired,USA,CA,San Mateo,3,2008-01-01,2003-12-01,2006-03-01
GeoDigital,Software,17926365,operating,CAN,ON,Hamilton,4,2012-12-31,2010-09-02,2014-06-11
Entomed,Manufacturing,17915742,operating,SWE,,Malmí_,1,2012-01-01,2000-12-18,2000-12-18
Aushon BioSystems,Biotechnology,17913645,operating,USA,MA,Billerica,4,2013-01-01,1998-12-01,2014-11-26
Core Dynamics,Biotechnology,17900000,operating,USA,NY,Orangeburg,1,2008-01-01,2009-05-10,2009-05-10
Curl,Web Development,17900000,operating,USA,MA,Cambridge,1,2012-01-01,2002-12-17,2002-12-17
JibJab,Games,17900000,operating,USA,CA,Venice,3,2012-05-05,2006-06-23,2009-01-07
Radisys,Wireless,17900000,ipo,USA,OR,Hillsboro,1,2006-08-02,2014-03-20,2014-03-20
TrialReach,Pharmaceuticals,17900000,operating,GBR,,Richmond,3,2011-08-18,2011-10-28,2015-02-05
Health Strategies Group,Advertising,17890311,operating,USA,NJ,Lambertville,1,2011-01-01,2009-03-05,2009-03-05
The New Motion,Clean Technology,17881980,operating,NLD,,Amsterdam,4,,2009-01-01,2013-01-01
WHI Solution,E-Commerce,17880000,operating,USA,NY,Rye,1,2012-05-01,2006-09-18,2006-09-18
Symic Biomedical,Biotechnology,17875687,operating,USA,CA,San Francisco,3,2011-03-01,2013-11-08,2015-08-27
Reonomy,Analytics,17850000,operating,USA,NY,New York,3,2013-11-04,2013-03-01,2015-01-05
Tianma Medical Group,Biotechnology,17825845,operating,CHN,,Suzhou,3,2012-08-01,2007-01-01,2013-06-01
Advanced ICU Care,Health Care,17825489,operating,USA,MO,St Louis,4,2013-05-15,2010-01-06,2015-07-29
Kinvey,Enterprise Software,17818000,operating,USA,MA,Boston,4,2013-01-01,2011-03-15,2014-09-23
AdReady,Advertising,17807000,acquired,USA,WA,Seattle,4,2013-10-01,2007-07-01,2012-06-19
Green Highland Renewables,Clean Technology,17802942,operating,GBR,,Perth,5,2014-03-01,2012-01-01,2014-10-14
"360fly, Inc.",Consumer Electronics,17800000,operating,USA,PA,Pittsburgh,1,2012-01-01,2014-08-11,2014-08-11
Academia.edu,Social Media,17800000,operating,USA,CA,San Francisco,4,2011-01-01,2007-11-02,2013-09-26
CorePhotonics,Semiconductors,17800000,operating,ISR,,Tel Aviv,1,2014-05-01,2015-02-02,2015-02-02
Gigwalk,Crowdsourcing,17800000,operating,USA,CA,San Francisco,3,2013-12-18,2011-05-04,2014-03-20
MassHousing,Real Estate,17800000,operating,USA,MA,Boston,2,2010-01-01,2013-11-25,2014-02-07
OutboundEngine,Software,17800000,operating,USA,TX,Austin,2,2013-07-01,2012-09-01,2014-12-11
QuikCycle,Software,17800000,closed,USA,CA,Santa Clara,2,2012-10-10,2007-03-01,2007-03-12
Simplee,Health Care,17800000,operating,USA,CA,Palo Alto,3,2007-07-01,2011-04-01,2013-09-24
Valtech Cardio,Health Care,17800000,operating,ISR,,Or Yehuda,1,,2010-03-15,2010-03-15
EnergySavvy.com,Software,17793058,operating,USA,WA,Seattle,7,,2009-07-01,2015-08-13
Lysanda,Clean Technology,17780090,operating,GBR,,,2,2008-01-01,2009-09-28,2011-10-18
Adways Inc.,Incentives,17776000,operating,JPN,,Tokyo,1,2013-01-01,2010-12-31,2010-12-31
Haodf.com,Health Care,17760000,operating,CHN,,Beijing,3,2014-01-01,2007-01-01,2011-03-01
Keen IO,Plumbers,17750820,operating,USA,CA,San Francisco,5,2011-06-01,2012-01-01,2014-07-01
Vaccine Technologies International,Biotechnology,17750025,operating,CYM,,Grand Cayman,1,2010-06-01,2010-10-21,2010-10-21
Drizly,Hospitality,17750000,operating,USA,MA,Boston,3,2011-03-23,2014-01-22,2015-05-18
QSI Holding Company,Digital Media,17750000,operating,USA,MA,Boston,1,2008-01-01,2010-12-10,2010-12-10
SHYM Technology,,17750000,operating,USA,MA,Needham,1,2010-09-15,2001-03-26,2001-03-26
TellApart,Analytics,17750000,acquired,USA,CA,Burlingame,3,2011-01-01,2009-07-17,2011-06-13
Kylin Network,Games,17747691,operating,CHN,,Beijing,4,2010-01-01,2007-07-01,2011-08-01
PowerOasis,Clean Technology,17738913,operating,GBR,,Swindon,4,2012-01-01,2011-07-22,2013-02-12
Five Star Technologies,Electrical Distribution,17722860,closed,USA,OH,Cleveland,4,2009-06-01,2003-10-10,2009-11-24
Anteryon,Hardware + Software,17720000,operating,NLD,,Eindhoven,4,,2008-06-01,2010-06-07
iJento,Analytics,17704186,closed,USA,OR,Portland,3,2011-09-01,2010-09-28,2012-10-29
Axolotl,Health Care,17700000,acquired,USA,CA,San Jose,1,2013-04-01,2001-07-25,2001-07-25
Click Security,Security,17700000,operating,USA,TX,Austin,1,2012-07-09,2013-02-25,2013-02-25
Jackrabbit,Clean Technology,17700000,operating,USA,CA,Ripon,1,2012-11-27,2013-04-22,2013-04-22
ProStor Systems,Storage,17700000,acquired,USA,CO,Boulder,2,2012-11-20,2006-06-14,2010-07-12
Quinnova Pharmaceuticals,Biotechnology,17700000,operating,USA,PA,Newtown,2,2012-09-01,2009-10-28,2010-09-28
RedSiren,Security,17700000,acquired,USA,PA,Pittsburgh,1,,2003-11-18,2003-11-18
Yaolan.com,Curated Web,17700000,operating,CHN,,Beijing,1,2007-01-01,2008-03-25,2008-03-25
Aethlon Medical,Health Care,17681234,ipo,USA,CA,San Diego,12,2012-06-27,2009-07-10,2015-06-24
YouScience,E-Commerce,17666667,operating,USA,TN,Brentwood,3,,2013-07-24,2015-05-07
ChowNow,Hospitality,17658591,operating,USA,CA,Venice,5,2010-01-01,2012-09-28,2015-03-25
Valant Medical Solutions,Software,17654216,operating,USA,WA,Seattle,6,2011-12-08,2010-10-22,2015-06-03
Haivision,Software,17651295,operating,CAN,QC,Montrí©al,2,,2009-03-30,2011-08-03
Axerra Networks,Web Hosting,17650000,acquired,ISR,,Tel Aviv,2,2012-08-23,2005-09-19,2008-02-27
SafeRent,Credit,17650000,acquired,,,,2,2012-01-01,2000-12-17,2001-08-08
Youxiduo,Mobile,17647446,operating,CHN,,Shanghai,2,2003-01-01,2014-01-01,2015-01-28
Doppler Labs,Audio,17635000,operating,USA,NY,New York,4,,2014-02-01,2015-07-07
Sparkcentral,Twitter Applications,17625000,operating,USA,CA,San Francisco,3,2000-01-01,2012-01-01,2015-01-20
Mofang,Games,17624255,operating,CHN,,Beijing,2,2008-01-01,2013-07-01,2015-01-26
HealthWarehouse.com,E-Commerce,17620401,ipo,USA,OH,Loveland,7,2011-01-01,2009-04-27,2014-08-26
JBM International,Clean Technology,17604102,operating,GBR,,,1,2011-11-01,2008-09-05,2008-09-05
Ad Infuse,Mobile,17600000,acquired,USA,CA,San Francisco,3,2012-08-01,2005-01-01,2008-01-23
Money Forward,Software,17600000,operating,JPN,,Tokyo,2,2008-03-28,2013-10-27,2014-12-18
NanoPrecision Holding Company,Manufacturing,17600000,operating,USA,CA,Santa Monica,2,2006-01-01,2010-08-09,2015-04-07
Segment,Google Apps,17600000,operating,USA,CA,San Francisco,3,2009-03-01,2013-01-15,2014-10-08
Virtugo Software,Software,17600000,operating,USA,OR,Beaverton,2,2005-06-01,2006-07-17,2007-06-27
Worklight,Mobile,17600000,acquired,USA,NY,New York,3,,2006-02-19,2008-04-30
Ze-gen,Renewable Energies,17600000,operating,USA,MA,Boston,1,,2010-02-10,2010-02-10
Cardoz,Biotechnology,17592449,operating,SWE,,Stockholm,1,2011-01-01,2010-09-16,2010-09-16
VeriFone,Hardware + Software,17584713,acquired,USA,CA,San Jose,1,2014-03-04,2011-03-24,2011-03-24
Stellar Biotechnologies,Biotechnology,17566976,operating,USA,CA,Port Hueneme Cbc Base,6,,2010-04-22,2013-09-23
New Seasons Market,Hospitality,17554604,operating,USA,OR,Portland,1,2011-04-25,2013-11-26,2013-11-26
Reachable,Social Business,17550668,operating,USA,CA,Palo Alto,5,1999-01-01,2007-01-01,2013-02-20
IndoorAtlas,Mobile,17540000,operating,USA,CA,Palo Alto,5,2006-09-01,2013-04-01,2015-07-21
Vycon,Manufacturing,17531977,operating,USA,CA,Cerritos,3,2010-01-01,2009-12-04,2013-12-18
Wikinvest,Finance,17519999,operating,USA,CA,San Francisco,2,2013-01-01,2007-10-01,2013-07-15
iMemories,Film,17518226,operating,USA,AZ,Scottsdale,5,2010-04-01,2009-08-11,2013-11-20
Cellworks,Hardware + Software,17517561,operating,USA,CA,San Jose,3,2008-01-01,2009-04-06,2012-12-01
CriticalBlue,Software,17510000,operating,GBR,,Edinburgh,5,2007-11-01,2003-10-01,2008-09-01
AirTouch Communications,Mobile,17506428,ipo,USA,CA,Newport Beach,2,2008-01-01,2011-04-28,2011-08-30
Casual Collective,Software,17500002,operating,USA,CA,San Francisco,1,2009-01-01,2011-08-03,2011-08-03
Anadys,Biotechnology,17500000,closed,USA,CA,San Diego,1,,2009-06-04,2009-06-04
Berkí_na Wireless,Mobile,17500000,acquired,USA,CA,Campbell,3,,2001-10-15,2004-09-18
Cernium,Analytics,17500000,operating,USA,VA,Reston,2,2010-12-01,2005-11-02,2007-12-04
Chumby,Computers,17500000,operating,USA,CA,San Diego,2,2013-01-01,2006-12-01,2008-03-31
CVE Group,Electronics,17500000,operating,USA,TX,Allen,1,2011-08-01,2015-08-13,2015-08-13
DataCert,Legal,17500000,acquired,USA,TX,Houston,3,2007-10-23,2001-06-05,2007-06-27
